CEDULA_ANONIMIZADA;FECHA;CODIGO_EMPRESA;ID_GENERO;ID_ESTADO_CIVIL;FECHA_NACIMIENTO;EDAD;CODIGO_LOCALIDAD;TIPO_NOMINA;FECHA_INGRESO;FECHA_INICIO_CONTRATO;ID_CARGO;TIPO_CARGO;NIVEL_CARGO;CATEGORIA_CARGO;TIPO_AREA;ID_CENTRO_COSTO;SENAL_SINDICALIZADO;CLASE_EMPLEADO;CLASE_NOMINA;SUBSIDIO_TRANSPORTE;PORCENTAJE_RIESGO;SALARIO;COMPENSACION_VARIABLE;PORCENT_COMP_VARIABLE;TOTAL_SALARIO;UBICACION_ANONIMIZADA;FECHA FIN CONTRATO;CAUSA NOMBRE;TIPO DE RETIRO;RETIRO
708;1/03/2020;21;M;CASADO;12/05/1990;30;1504;LEY 50 NOMINAL TERMINO INDEFIN;19/05/2017;19/05/2017;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1743000;1679200;0;3422200;4;31/12/2040;NO APLICA;NO APLICA;0
709;1/03/2020;21;M;SOLTERO;13/10/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/12/2016;21/12/2016;83830;DIRECCION;6;8;PLANTA;220124;N;NO DEFINIDO;0;S;2436;1545200;1183300;0;2728500;4;31/12/2040;NO APLICA;NO APLICA;0
712;1/03/2020;21;M;CASADO;4/04/1990;30;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/06/2015;1/06/2015;84303;DIRECCION;5;11;PLANTA;220172;N;NO DEFINIDO;0;S;4.35;2654700;2557500;0;5212200;4;31/12/2040;NO APLICA;NO APLICA;0
717;1/03/2020;21;M;CASADO;11/12/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/05/2016;2/05/2016;83896;ADMINISTRATIVO PLANTA;5;11;PLANTA;220176;N;NO DEFINIDO;0;S;2436;2537600;2444700;0;4982300;4;31/12/2040;NO APLICA;NO APLICA;0
719;1/03/2020;21;F;UNION LIBRE;14/04/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;28/10/2019;28/10/2019;84720;ADMINISTRATIVO;3;6;ADMINISTRATIVO;110190;N;NO DEFINIDO;2;S;4.35;6910200;6600000;0;13510200;4;31/12/2040;NO APLICA;NO APLICA;0
724;1/03/2020;21;F;UNION LIBRE;15/11/1984;36;1504;LEY 50 NOMINAL TERMINO FIJO;1/09/2015;1/09/2015;84647;PLANTA;5;13;OPERATIVO;110156;N;NO DEFINIDO;0;S;4.35;2906400;2800000;0;5706400;4;31/12/2040;NO APLICA;NO APLICA;0
725;1/03/2020;21;M;SOLTERO;11/02/1993;27;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/09/2017;5/09/2017;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
726;1/03/2020;21;M;SOLTERO;2/11/1996;24;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/09/2017;5/09/2017;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1743000;1183300;0;2926300;4;31/12/2040;NO APLICA;NO APLICA;0
728;1/03/2020;21;M;SOLTERO;31/07/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/02/2019;4/02/2019;84054;ADMINISTRATIVO;5;11;ADMINISTRATIVO;110120;N;NO DEFINIDO;2;S;0.522;2882100;2776600;0;5658700;4;31/12/2040;NO APLICA;NO APLICA;0
729;1/03/2020;21;F;SOLTERO;16/07/1998;22;1504;LEY 50 NOMINAL TERMINO FIJO;4/09/2019;4/09/2019;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
730;1/03/2020;21;F;SOLTERO;18/10/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;22/07/2013;22/07/2013;84338;ADMINISTRATIVO PLANTA;5;13;PLANTA;220176;N;NO DEFINIDO;0;S;4.35;3757600;3620000;0;7377600;4;31/12/2040;NO APLICA;NO APLICA;0
731;1/03/2020;21;M;SOLTERO;11/04/1993;27;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/10/2018;17/10/2018;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
736;1/03/2020;21;F;CASADO;3/10/1988;32;1502;LEY 50 INTEGRAL;16/01/2019;16/01/2019;84528;COMERCIAL;3;17;COMERCIAL;310218;N;NO DEFINIDO;12;S;0.522;13050000;12500000;0;25550000;5;31/12/2040;NO APLICA;NO APLICA;0
737;1/03/2020;21;M;UNION LIBRE;13/10/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/08/2018;21/08/2018;84329;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110125;N;NO DEFINIDO;0;S;0.522;4500000;4148000;0;8648000;4;31/12/2040;NO APLICA;NO APLICA;0
738;1/03/2020;41;F;SOLTERO;1/11/1991;29;1522;LEY 50 NOMINAL TERMINO INDEFIN;8/05/2017;8/05/2017;84684;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110309;N;NO DEFINIDO;0;S;0.522;7500000;7500000;0;15000000;5;31/12/2040;NO APLICA;NO APLICA;0
741;1/03/2020;21;F;SOLTERO;8/10/1993;27;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/01/2017;16/01/2017;84655;COMERCIAL;4;14;COMERCIAL;310897;N;NO DEFINIDO;0;S;0.522;3736800;3600000;0;7336800;5;31/12/2040;NO APLICA;NO APLICA;0
743;1/03/2020;21;M;SOLTERO;21/12/1994;26;1502;LEY 50 NOMINAL TERMINO INDEFIN;3/12/2018;3/12/2018;84119;ADMINISTRATIVO;5;13;ADMINISTRATIVO;310125;N;NO DEFINIDO;3;S;0.522;3633000;3500000;0;7133000;5;31/12/2040;NO APLICA;NO APLICA;0
744;1/03/2020;21;M;SOLTERO;3/01/1995;25;1502;LEY 50 INTEGRAL;22/07/2019;22/07/2019;83882;ADMINISTRATIVO;2;18;ADMINISTRATIVO;310115;N;NO DEFINIDO;12;S;0.522;14574000;14000000;0;28574000;5;31/12/2040;NO APLICA;NO APLICA;0
745;1/03/2020;21;F;SOLTERO;4/12/1995;25;1502;LEY 50 NOMINAL TERMINO INDEFIN;8/04/2019;8/04/2019;84717;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110413;N;NO DEFINIDO;2;S;0.522;4164000;3692500;0;7856500;5;31/12/2040;NO APLICA;NO APLICA;0
751;1/03/2020;21;M;SOLTERO;26/04/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/02/2018;16/02/2018;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
753;1/03/2020;21;F;SOLTERO;21/12/1992;28;1511;LEY 50 NOMINAL TERMINO FIJO;7/06/2016;7/06/2016;83799;DIRECCION;6;9;PLANTA;210246;N;NO DEFINIDO;0;S;4.35;1131400;1090000;0;2221400;18;31/12/2040;NO APLICA;NO APLICA;0
754;1/03/2020;21;M;UNION LIBRE;4/02/1993;27;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/02/2018;16/02/2018;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
755;1/03/2020;21;M;SOLTERO;22/11/1999;21;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/02/2019;18/02/2019;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
756;1/03/2020;21;M;SOLTERO;24/12/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/04/2015;17/04/2015;84319;ADMINISTRATIVO PLANTA;5;11;PLANTA;110191;N;NO DEFINIDO;0;S;4.35;2550000;2289900;0;4839900;4;31/12/2040;NO APLICA;NO APLICA;0
759;1/03/2020;21;F;SOLTERO;12/07/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;6/10/2014;6/10/2014;83878;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110126;N;NO DEFINIDO;0;S;0.522;2490100;2392000;0;4882100;4;31/12/2040;NO APLICA;NO APLICA;0
760;1/03/2020;21;M;CASADO;22/05/1989;31;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
762;1/03/2020;21;M;SOLTERO;23/04/1991;29;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/01/2018;2/01/2018;84009;ADMINISTRATIVO PLANTA;4;15;PLANTA;220178;N;NO DEFINIDO;0;S;4.35;5206600;5016000;0;10222600;4;31/12/2040;NO APLICA;NO APLICA;0
765;1/03/2020;21;F;UNION LIBRE;27/07/1994;26;1504;LEY 50 NOMINAL TERMINO FIJO;22/02/2016;22/02/2016;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
782;1/03/2020;21;M;SOLTERO;19/06/1987;33;1502;LEY 50 NOMINAL TERMINO INDEFIN;8/04/2019;8/04/2019;84587;ADMINISTRATIVO;3;16;ADMINISTRATIVO;310125;N;NO DEFINIDO;3;S;0.522;6766500;6500000;0;13266500;5;31/12/2040;NO APLICA;NO APLICA;0
787;1/03/2020;21;F;SOLTERO;20/03/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2017;16/05/2017;84077;ADMINISTRATIVO;4;14;ADMINISTRATIVO;110109;N;NO DEFINIDO;0;S;0.522;3695000;3539300;0;7234300;4;31/12/2040;NO APLICA;NO APLICA;0
790;1/03/2020;21;F;UNION LIBRE;4/07/1986;34;1503;LEY 50 NOMINAL TERMINO FIJO;1/02/2018;1/02/2018;84424;DIRECCION;6;9;PLANTA;210246;N;NO DEFINIDO;0;S;4.35;1131400;1090000;0;2221400;18;31/12/2040;NO APLICA;NO APLICA;0
792;1/03/2020;21;F;CASADO;14/06/1988;32;1502;LEY 50 NOMINAL TERMINO INDEFIN;23/03/2017;23/03/2017;84420;ADMINISTRATIVO;3;17;ADMINISTRATIVO;310159;N;NO DEFINIDO;0;S;0.522;11411439;10765508;0;22176947;5;31/12/2040;NO APLICA;NO APLICA;0
793;1/03/2020;41;F;UNION LIBRE;25/03/1989;31;1520;LEY 50 NOMINAL TERMINO INDEFIN;3/04/2018;1/05/2019;84142;ADMINISTRATIVO PLANTA;5;11;PLANTA;110500;N;NO DEFINIDO;0;S;1.04;2024387;1921400;0;3945787;9;31/12/2040;NO APLICA;NO APLICA;0
794;1/03/2020;21;F;SOLTERO;16/03/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/03/2019;4/03/2019;84679;ADMINISTRATIVO;3;16;COMERCIAL;320310;N;NO DEFINIDO;3;S;1.04;6228000;6000000;1557000;12228000;4;31/12/2040;NO APLICA;NO APLICA;0
795;1/03/2020;41;M;SOLTERO;11/06/1989;31;1524;LEY 50 NOMINAL TERMINO INDEFIN;5/01/2015;5/01/2015;84142;ADMINISTRATIVO PLANTA;5;11;PLANTA;110270;N;NO DEFINIDO;0;S;1044;1756700;1667300;0;3424000;17;31/12/2040;NO APLICA;NO APLICA;0
798;1/03/2020;21;M;CASADO;9/09/1986;34;1505;LEY 50 NOMINAL TERMINO INDEFIN;3/05/2019;3/05/2019;84593;COMERCIAL;4;14;COMERCIAL;320365;N;NO DEFINIDO;53;S;2436;2300000;1769700;0;4069700;8;31/12/2040;NO APLICA;NO APLICA;0
800;1/03/2020;21;F;SOLTERO;20/05/1994;26;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/06/2019;4/06/2019;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
803;1/03/2020;21;M;UNION LIBRE;1/10/1987;33;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/02/2018;1/02/2018;83986;DIRECCION;5;11;PLANTA;220157;N;NO DEFINIDO;0;S;4.35;1744600;1680700;0;3425300;4;31/12/2040;NO APLICA;NO APLICA;0
804;1/03/2020;21;F;CASADO;21/04/1989;31;1502;LEY 50 INTEGRAL;11/10/2017;11/10/2017;83882;ADMINISTRATIVO;2;18;ADMINISTRATIVO;310115;N;NO DEFINIDO;0;S;0.522;13732500;13116000;0;26848500;5;31/12/2040;NO APLICA;NO APLICA;0
809;1/03/2020;21;M;SOLTERO;11/04/1991;29;1504;LEY 50 NOMINAL TERMINO INDEFIN;9/07/2015;9/07/2015;84516;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110205;N;NO DEFINIDO;0;S;1044;3130600;3007300;0;6137900;4;31/12/2040;NO APLICA;NO APLICA;0
813;1/03/2020;21;F;SOLTERO;29/11/1985;35;1504;LEY 50 INTEGRAL;1/09/2014;1/09/2014;84546;ADMINISTRATIVO;3;17;ADMINISTRATIVO;310112;N;NO DEFINIDO;0;S;0.522;15200000;14000000;0;29200000;4;31/12/2040;NO APLICA;NO APLICA;0
814;1/03/2020;21;M;UNION LIBRE;11/04/1987;33;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/10/2019;1/10/2019;84021;ADMINISTRATIVO;3;16;ADMINISTRATIVO;110190;N;NO DEFINIDO;2;S;0.522;7329000;7000000;0;14329000;4;31/12/2040;NO APLICA;NO APLICA;0
815;1/03/2020;21;M;SOLTERO;29/10/1988;32;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2019;16/05/2019;84601;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110190;N;NO DEFINIDO;2;S;0.522;6325000;5500000;0;11825000;4;31/12/2040;NO APLICA;NO APLICA;0
816;1/03/2020;21;M;CASADO;11/09/1989;31;1505;LEY 50 NOMINAL TERMINO INDEFIN;11/04/2016;11/04/2016;84397;ADMINISTRATIVO;4;14;COMERCIAL;320157;N;NO DEFINIDO;0;S;2436;2951760;2830100;737940;5781860;8;31/12/2040;NO APLICA;NO APLICA;0
817;1/03/2020;21;F;SOLTERO;5/03/1990;30;1505;LEY 50 NOMINAL TERMINO INDEFIN;7/03/2018;7/03/2018;83852;COMERCIAL;4;14;COMERCIAL;320343;N;NO DEFINIDO;0;S;2436;2061180;1980000;1374120;4041180;8;31/12/2040;NO APLICA;NO APLICA;0
823;1/03/2020;21;F;SOLTERO;5/05/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/09/2016;16/09/2016;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
825;1/03/2020;21;F;UNION LIBRE;30/05/1987;33;1503;LEY 50 NOMINAL TERMINO FIJO;16/01/2018;16/01/2018;84424;DIRECCION;6;9;PLANTA;210144;N;NO DEFINIDO;0;S;4.35;1131400;1090000;0;2221400;18;31/12/2040;NO APLICA;NO APLICA;0
826;1/03/2020;21;F;SOLTERO;26/12/1988;32;1505;LEY 50 NOMINAL TERMINO INDEFIN;17/09/2019;17/09/2019;83891;COMERCIAL;5;13;COMERCIAL;320157;N;NO DEFINIDO;53;S;2436;2173600;2088000;543400;4261600;8;31/12/2040;NO APLICA;NO APLICA;0
828;1/03/2020;41;M;SOLTERO;13/01/1989;31;1520;LEY 50 NOMINAL TERMINO INDEFIN;1/10/2019;1/10/2019;84154;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110113;N;NO DEFINIDO;2;S;4.35;5268000;5000000;0;10268000;9;31/12/2040;NO APLICA;NO APLICA;0
829;1/03/2020;21;M;UNION LIBRE;26/02/1989;31;1500;LEY 50 NOMINAL TERMINO INDEFIN;1/08/2019;1/08/2019;83852;COMERCIAL;4;14;COMERCIAL;320363;N;NO DEFINIDO;53;S;2436;1623960;1560000;1082640;3183960;2;31/12/2040;NO APLICA;NO APLICA;0
830;1/03/2020;21;M;CASADO;10/05/1991;29;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1743000;1679200;0;3422200;4;31/12/2040;NO APLICA;NO APLICA;0
834;1/03/2020;21;M;SOLTERO;25/09/1990;30;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/11/2018;1/11/2018;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
835;1/03/2020;21;M;SOLTERO;19/06/1991;29;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/08/2017;4/08/2017;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
838;1/03/2020;41;F;UNION LIBRE;29/11/1990;30;1521;LEY 50 NOMINAL TERMINO INDEFIN;18/06/2019;18/06/2019;84623;ADMINISTRATIVO;4;14;COMERCIAL;320157;N;NO DEFINIDO;3;S;1.04;3081360;2960000;770340;6041360;10;31/12/2040;NO APLICA;NO APLICA;0
843;1/03/2020;21;M;SOLTERO;12/12/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/08/2017;4/08/2017;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
845;1/03/2020;21;F;CASADO;22/10/1987;33;1508;LEY 50 NOMINAL TERMINO INDEFIN;7/07/2014;7/07/2014;83852;COMERCIAL;4;14;COMERCIAL;320323;N;NO DEFINIDO;0;S;0.522;2448840;2352400;1632560;4801240;13;31/12/2040;NO APLICA;NO APLICA;0
846;1/03/2020;21;M;SOLTERO;18/02/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/12/2016;21/12/2016;84619;ADMINISTRATIVO PLANTA;5;11;PLANTA;110205;N;NO DEFINIDO;0;S;2436;2177700;1183300;0;3361000;4;31/12/2040;NO APLICA;NO APLICA;0
849;1/03/2020;21;F;CASADO;26/12/1992;28;1507;LEY 50 NOMINAL TERMINO FIJO;16/09/2014;16/09/2014;83971;ADMINISTRATIVO PLANTA;5;11;PLANTA;110210;N;NO DEFINIDO;0;S;0.522;2177700;2098000;0;4275700;12;31/12/2040;NO APLICA;NO APLICA;0
852;1/03/2020;21;F;SOLTERO;19/07/1996;24;1502;LEY 50 NOMINAL TERMINO INDEFIN;15/05/2019;15/05/2019;84602;ADMINISTRATIVO;6;9;ADMINISTRATIVO;110117;N;NO DEFINIDO;2;S;0.522;1570500;1500000;0;3070500;5;31/12/2040;NO APLICA;NO APLICA;0
853;1/03/2020;21;F;SOLTERO;4/04/1994;26;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/02/2019;4/02/2019;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
854;1/03/2020;41;M;CASADO;9/06/1987;33;1520;LEY 50 NOMINAL TERMINO FIJO;20/03/2018;20/03/2018;84230;DIRECCION;6;9;PLANTA;110205;N;NO DEFINIDO;0;S;1.04;1369996;1300300;0;2670296;9;31/12/2040;NO APLICA;NO APLICA;0
857;1/03/2020;41;F;SOLTERO;10/08/1987;33;1520;LEY 50 NOMINAL TERMINO INDEFIN;23/10/2017;1/11/2018;84211;ADMINISTRATIVO PLANTA;5;11;PLANTA;220132;N;NO DEFINIDO;0;S;2436;2194649;2083000;0;4277649;9;31/12/2040;NO APLICA;NO APLICA;0
858;1/03/2020;41;M;SOLTERO;27/05/1992;28;1520;LEY 50 NOMINAL TERMINO INDEFIN;1/12/2014;1/12/2014;84142;ADMINISTRATIVO PLANTA;5;11;PLANTA;110250;N;NO DEFINIDO;0;S;1044;2024387;1921400;0;3945787;9;31/12/2040;NO APLICA;NO APLICA;0
859;1/03/2020;41;M;SOLTERO;6/11/1993;27;1520;LEY 50 NOMINAL TERMINO INDEFIN;16/06/2015;16/06/2015;84239;ADMINISTRATIVO;5;14;ADMINISTRATIVO;110140;N;NO DEFINIDO;0;S;1044;2718400;2580100;0;5298500;9;31/12/2040;NO APLICA;NO APLICA;0
860;1/03/2020;41;M;SOLTERO;8/05/1987;33;1520;LEY 50 NOMINAL TERMINO INDEFIN;2/01/2014;2/01/2014;84614;ADMINISTRATIVO PLANTA;5;13;ADMINISTRATIVO;110120;N;NO DEFINIDO;0;S;0.522;3435300;3300000;0;6735300;9;31/12/2040;NO APLICA;NO APLICA;0
862;1/03/2020;41;F;SOLTERO;13/06/1986;34;1520;LEY 50 NOMINAL TERMINO INDEFIN;22/06/2015;22/06/2015;84160;ADMINISTRATIVO PLANTA;5;13;PLANTA;220132;N;NO DEFINIDO;0;S;2436;2597229;2465100;0;5062329;9;31/12/2040;NO APLICA;NO APLICA;0
863;1/03/2020;41;M;CASADO;15/07/1985;35;1520;LEY 50 NOMINAL TERMINO INDEFIN;4/11/2014;4/11/2014;84224;DIRECCION;5;11;PLANTA;220196;N;NO DEFINIDO;0;S;4.35;1866136;1771200;0;3637336;9;31/12/2040;NO APLICA;NO APLICA;0
865;1/03/2020;41;M;CASADO;10/09/1987;33;1520;LEY 50 NOMINAL TERMINO INDEFIN;4/11/2014;4/11/2014;84234;DIRECCION;5;11;PLANTA;220168;N;NO DEFINIDO;0;S;2436;2123847;2015800;0;4139647;9;31/12/2040;NO APLICA;NO APLICA;0
866;1/03/2020;41;M;CASADO;13/03/1992;28;1520;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2017;1/04/2019;84158;DIRECCION;6;9;PLANTA;220140;N;NO DEFINIDO;0;S;4.35;1876040;1780600;0;3656640;9;31/12/2040;NO APLICA;NO APLICA;0
869;1/03/2020;41;M;SOLTERO;26/05/1988;32;1520;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2017;1/04/2019;81152;DIRECCION;5;11;PLANTA;220140;N;NO DEFINIDO;0;S;4.35;1698192;1611800;0;3309992;9;31/12/2040;NO APLICA;NO APLICA;0
870;1/03/2020;41;F;SOLTERO;27/03/1993;27;1520;LEY 50 NOMINAL TERMINO INDEFIN;19/03/2019;19/03/2019;84184;ADMINISTRATIVO PLANTA;4;14;PLANTA;110205;N;NO DEFINIDO;2;S;1.04;3067700;2930000;0;5997700;9;31/12/2040;NO APLICA;NO APLICA;0
871;1/03/2020;41;M;CASADO;31/05/1988;32;1520;LEY 50 NOMINAL TERMINO INDEFIN;4/11/2014;4/11/2014;84185;DIRECCION;5;11;PLANTA;220196;N;NO DEFINIDO;0;S;4.35;1866136;1771200;0;3637336;9;31/12/2040;NO APLICA;NO APLICA;0
873;1/03/2020;41;M;SOLTERO;4/06/1990;30;1520;LEY 50 NOMINAL TERMINO FIJO;2/10/2018;2/10/2018;84244;ADMINISTRATIVO;6;9;ADMINISTRATIVO;110131;N;NO DEFINIDO;2;S;0.522;1201700;1151100;0;2352800;9;31/12/2040;NO APLICA;NO APLICA;0
875;1/03/2020;41;M;UNION LIBRE;16/09/1988;32;1520;LEY 50 NOMINAL TERMINO INDEFIN;18/09/2018;18/09/2018;84174;ADMINISTRATIVO PLANTA;5;13;PLANTA;220140;N;NO DEFINIDO;1;S;4.35;2552557;2422700;0;4975257;9;31/12/2040;NO APLICA;NO APLICA;0
876;1/03/2020;41;M;UNION LIBRE;1/05/1991;29;1520;LEY 50 NOMINAL TERMINO INDEFIN;5/11/2013;5/11/2013;84144;DIRECCION;5;11;PLANTA;220172;N;NO DEFINIDO;0;S;2436;2137438;2028700;0;4166138;9;31/12/2040;NO APLICA;NO APLICA;0
882;1/03/2020;41;M;CASADO;21/02/1986;34;1520;LEY 50 NOMINAL TERMINO INDEFIN;4/11/2014;4/11/2014;84177;DIRECCION;6;8;PLANTA;220132;N;NO DEFINIDO;0;S;4.35;1933567;1835200;0;3768767;9;31/12/2040;NO APLICA;NO APLICA;0
883;1/03/2020;41;M;SOLTERO;10/08/1986;34;1520;LEY 50 NOMINAL TERMINO INDEFIN;19/09/2017;16/04/2019;84138;DIRECCION;5;11;PLANTA;220140;N;NO DEFINIDO;0;S;4.35;1890474;1794300;0;3684774;9;31/12/2040;NO APLICA;NO APLICA;0
885;1/03/2020;41;M;CASADO;5/12/1986;34;1520;LEY 50 NOMINAL TERMINO INDEFIN;2/02/2017;1/04/2019;84147;DIRECCION;6;9;PLANTA;220140;N;NO DEFINIDO;0;S;4.35;1195309;1134500;0;2329809;9;31/12/2040;NO APLICA;NO APLICA;0
886;1/03/2020;41;M;UNION LIBRE;4/04/1987;33;1520;LEY 50 NOMINAL TERMINO INDEFIN;1/11/2011;1/11/2011;84142;ADMINISTRATIVO PLANTA;5;11;PLANTA;110205;N;NO DEFINIDO;0;S;2436;2024400;1921400;0;3945800;9;31/12/2040;NO APLICA;NO APLICA;0
889;1/03/2020;41;F;CASADO;15/07/1988;32;1520;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2014;16/05/2014;84243;ADMINISTRATIVO;5;13;ADMINISTRATIVO;110134;N;NO DEFINIDO;0;S;0.522;1736965;1648600;0;3385565;9;31/12/2040;NO APLICA;NO APLICA;0
890;1/03/2020;41;M;CASADO;11/11/1988;32;1520;LEY 50 NOMINAL TERMINO INDEFIN;1/04/2014;1/04/2014;84185;DIRECCION;5;11;PLANTA;220196;N;NO DEFINIDO;0;S;4.35;1866136;1771200;0;3637336;9;31/12/2040;NO APLICA;NO APLICA;0
891;1/03/2020;41;M;SOLTERO;25/02/1989;31;1520;LEY 50 NOMINAL TERMINO FIJO;2/05/2017;2/05/2017;84147;DIRECCION;6;9;PLANTA;220121;N;NO DEFINIDO;0;S;4.35;1195309;1134500;0;2329809;9;31/12/2040;NO APLICA;NO APLICA;0
892;1/03/2020;21;M;SOLTERO;22/01/1989;31;1504;LEY 50 INTEGRAL;17/07/2015;17/07/2015;84339;ADMINISTRATIVO;3;17;ADMINISTRATIVO;110120;N;NO DEFINIDO;0;S;0.522;12492000;12000000;0;24492000;4;31/12/2040;NO APLICA;NO APLICA;0
894;1/03/2020;41;M;SOLTERO;2/06/1989;31;1520;LEY 50 NOMINAL TERMINO INDEFIN;16/09/2010;16/09/2010;84232;DIRECCION;5;11;PLANTA;220121;N;NO DEFINIDO;0;S;2436;1906173;1809200;0;3715373;9;31/12/2040;NO APLICA;NO APLICA;0
896;1/03/2020;41;M;SOLTERO;2/06/1989;31;1520;LEY 50 NOMINAL TERMINO INDEFIN;4/11/2014;4/11/2014;84177;DIRECCION;6;8;PLANTA;220116;N;NO DEFINIDO;0;S;4.35;1933567;1835200;0;3768767;9;31/12/2040;NO APLICA;NO APLICA;0
898;1/03/2020;41;M;SOLTERO;13/09/1989;31;1520;LEY 50 NOMINAL TERMINO FIJO;17/04/2018;17/04/2018;84147;DIRECCION;6;9;PLANTA;220140;N;NO DEFINIDO;0;S;4.35;1195309;1134500;0;2329809;9;31/12/2040;NO APLICA;NO APLICA;0
899;1/03/2020;41;M;SOLTERO;21/06/1990;30;1520;LEY 50 NOMINAL TERMINO INDEFIN;9/10/2014;9/10/2014;84185;DIRECCION;5;11;PLANTA;220196;N;NO DEFINIDO;0;S;4.35;1866136;1771200;0;3637336;9;31/12/2040;NO APLICA;NO APLICA;0
